,trainEpochLoss,valEpochLoss,trainEpochAccuracy,valEpochAccuracy
0,0.020822036097450293,2.53412791277174,0.184325,0.2253
1,0.019359470783102687,2.4758783753652644,0.245425,0.2466
2,0.018816203908322306,2.4638088089942785,0.267225,0.2505
3,0.018467436640299463,2.455683291859936,0.280825,0.2523
4,0.018225082270921424,2.4556291254776133,0.2908,0.2556
5,0.018048171479353524,2.4619922473963056,0.297925,0.2525
6,0.01790707164787134,2.4661225445579906,0.30295,0.2543
7,0.017810595135932753,2.468228641042229,0.306625,0.2526
8,0.017729243495063225,2.469547258600836,0.308275,0.252
9,0.017664881200497237,2.474663480247937,0.3101,0.2492
10,0.01760438583811725,2.4777793918183013,0.31265,0.25
11,0.017564675918457673,2.4759279237649467,0.3129,0.2518
12,0.017524005571835796,2.4732817289273252,0.315825,0.2507
13,0.01749533662879814,2.478193982531673,0.3173,0.2499
14,0.01746466337704543,2.475372069298793,0.318375,0.2502
15,0.01744882092338121,2.4724991478478793,0.318025,0.2536
16,0.01742361945343488,2.4795421616630953,0.318725,0.2516
17,0.017403940629621546,2.4756489406903315,0.320075,0.2525
18,0.017395026572306613,2.475565567294025,0.31915,0.2526
19,0.017380386296222124,2.4762072570318376,0.320175,0.2524
20,0.01737074984717692,2.4818026029294544,0.3214,0.2524
21,0.01735000251451742,2.481512277957487,0.322,0.2511
22,0.01734441278439894,2.483150514454813,0.32085,0.2505
23,0.017333869288212855,2.4861545815419266,0.32345,0.2499
24,0.017320306063459003,2.4853842970334146,0.321675,0.2494
25,0.01731767702216322,2.486663887569269,0.324025,0.2519
