,trainEpochLoss,valEpochLoss,trainEpochAccuracy,valEpochAccuracy
0,0.020682755258681088,2.5042180343946137,0.192475,0.2339
1,0.019164314651948657,2.4582358508141295,0.2526,0.2519
2,0.018533091370661718,2.4414762199140885,0.27865,0.2634
3,0.01810679062390367,2.4384917563078474,0.295975,0.2665
4,0.017792551544388614,2.443073758349955,0.3079,0.2641
5,0.017541806498996112,2.4488134205848415,0.3172,0.2643
6,0.017345790694374072,2.453628899894722,0.3256,0.2667
7,0.017185625403148524,2.45911985726156,0.332175,0.268
8,0.017049869996870696,2.463009799359372,0.337625,0.2708
9,0.0169550475762006,2.467325660002944,0.34125,0.2694
10,0.016849517797308696,2.4652325033192235,0.344875,0.2724
11,0.016783857924793612,2.4677611622326694,0.34855,0.275
12,0.016699375298401313,2.4681620298483034,0.35185,0.275
13,0.016654732770874894,2.4743547000788255,0.3531,0.2756
14,0.016593625990791228,2.472885028115446,0.356025,0.2763
15,0.016545178379425016,2.4825559680189344,0.3589,0.277
16,0.016512988359266935,2.483997798544581,0.3604,0.2746
17,0.016471865755487976,2.484660784636276,0.361075,0.2749
18,0.016438359626822042,2.489782089054572,0.362575,0.2744
19,0.016425205263209335,2.4910572114770626,0.364225,0.2711
20,0.01638351500491898,2.495227043763736,0.366625,0.2718
21,0.016368011761004372,2.4887459214237757,0.36465,0.2726
22,0.016331705338717934,2.4965625609972424,0.366725,0.2721
23,0.01631950995917009,2.503503274472413,0.368875,0.2705
24,0.01631672573477172,2.50426542311178,0.368725,0.2717
25,0.01630045738058312,2.504790001739281,0.3678,0.2695
26,0.01628625826213189,2.5018009699132877,0.369475,0.2696
27,0.01628113661009391,2.5055905211885547,0.3714,0.2683
28,0.016262629953067098,2.5066260581882522,0.370275,0.2719
29,0.016254225688729106,2.5111672276535564,0.3709,0.2712
30,0.016239689259073455,2.512138672113025,0.37085,0.2692
31,0.016217514620114844,2.508654260988724,0.37105,0.2699
32,0.016209320067449056,2.511353593297417,0.3725,0.2704
33,0.016204393133948208,2.505829065962084,0.3723,0.2711
34,0.01619029122971358,2.514120258502276,0.3731,0.2667
35,0.01618788526881559,2.50715369417704,0.3728,0.272
36,0.016185400976512315,2.5088447638984515,0.372325,0.2687
